video_id,viewCount,favoriteCount,dislikeCount,likeCount,duration,publishedAt,elapsed_time,category_term,watchTime,numShare,numSubscriber,averageViewDuration,numParent,numChild,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,WC,WPS,Sixltr,Dic,Numerals,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct,neg,neu,pos,compound,num_EnglishComments,engagement,comment_percentage,discussion_density,like_percentage,dislike_percentage,like_dislike_ratio,share_percentage
mMqCB5I6o8Q,48751,0,63,3500,514,2015-05-26T14:00:05.000Z,82,Gaming,233874.45,9,9,288.840867,85,44,0.04797048,0.02398524,0.017527675,0.009225092,0,0.004612546,0.003690037,0,0,0.011070111,0.003690037,0.002767528,0,0.002767528,0,0,0.002767528,0.002767528,0.010147601,0.002767528,0.000922509,0,0.013837638,0.003690037,0,0,0.02398524,0.020295203,0.003690037,0.000922509,0.001845018,0.000922509,0.014760148,0.006457565,0.000922509,0.006457565,0,0.004612546,0.001845018,0.000922509,0,0.002767528,0.001845018,0,0,0.009225092,0.000922509,0.008302583,0,0,0.009225092,0,0.006457565,0.009225092,0.008302583,0.000922509,0.01199262,0.000922509,0.001845018,0,0.000922509,0.006457565,0,7,1084,23.06382979,0.180811808,0.337638376,0,0.019372694,0.027675277,0.013837638,0.002767528,0.013837638,0.056273063,0.001845018,0,0.000922509,0.007380074,0.03597786,0.179889299,0.037,0.89,0.073,0.9868,40,0.561947212,0.002912761,0.309859155,0.071793399,0.001292281,0.982318271,0.000184612
x-4QBo0CxNc,500,0,1,22,164,2014-07-09T17:32:55.000Z,403,Autos & Vehicles,685.35,1,0,82.73843058,16,17,0.331632653,0.12755102,0.091836735,0.056122449,0,0.035714286,0,0,0.035714286,0.030612245,0.163265306,0.040816327,0.020408163,0.12244898,0.010204082,0.045918367,0.045918367,0.010204082,0,0.035714286,0.005102041,0,0.132653061,0.005102041,0.066326531,0.015306122,0.204081633,0.18877551,0.015306122,0,0.005102041,0.005102041,0.056122449,0,0.020408163,0,0.010204082,0.005102041,0,0.005102041,0.015306122,0.020408163,0.005102041,0.015306122,0,0.015306122,0.005102041,0,0.010204082,0,0.086734694,0.020408163,0.030612245,0.030612245,0.005102041,0.015306122,0.086734694,0,0,0.015306122,0.005102041,0.020408163,0,0,196,4.558139535,0.12755102,2.346938776,0,0.091836735,0.035714286,0.030612245,0,0.005102041,0.229591837,0.015306122,0,0.005102041,0.012755102,0.025510204,0.451530612,0.025,0.563,0.412,0.9986,18,0.504502625,0.066,0.515151515,0.044,0.002,0.956521739,0.002
MXu3fsKx-mU,241,0,0,12,332,2013-11-19T19:42:51.000Z,635,Autos & Vehicles,360.5333333,0,1,90.8907563,16,11,0.061349693,0.021472393,0.021472393,0.006134969,0.006134969,0.009202454,0,0,0,0.003067485,0.024539877,0.018404908,0.006134969,0.015337423,0.003067485,0.006134969,0.003067485,0.006134969,0.003067485,0.003067485,0,0,0.021472393,0,0.003067485,0,0.064417178,0.061349693,0.003067485,0,0.003067485,0,0.009202454,0.006134969,0,0,0,0,0,0.003067485,0,0.009202454,0,0,0.009202454,0.009202454,0,0.003067485,0.006134969,0,0.009202454,0,0.006134969,0.003067485,0,0.015337423,0.033742331,0,0.006134969,0,0.003067485,0.027607362,0,0,326,10.51612903,0.122699387,0.533742331,0,0.024539877,0.064417178,0.079754601,0.030674847,0,0.079754601,0.021472393,0,0.003067485,0.039877301,0.055214724,0.398773006,0.018,0.67,0.312,0.9989,5,0.273767338,0.112033195,0.407407407,0.049792531,0,1,0
Cb5RWjZiW8o,198876,0,106,3240,59,2014-06-10T18:30:02.000Z,432,Entertainment,148242.9667,74,49,44.76408034,269,436,0.533431455,0.142837118,0.074432296,0.035604149,0.004485562,0.020044856,0.002593216,0.011704514,0.061746566,0.062867956,0.163232408,0.105200449,0.025511634,0.11059714,0.01450799,0.057541351,0.098682366,0.057891786,0.026703112,0.032590412,0.010583123,0.010092515,0.086837679,0.001261564,0.001261564,0.006097561,0.077936641,0.049060835,0.028735632,0.001752173,0.016190076,0.00497617,0.160499019,0.015208859,0.019764508,0.024950939,0.025651808,0.016820858,0.006377909,0.036655453,0.035393888,0.022638071,0.009882254,0.007499299,0.004485562,0.012615643,0.00567704,0.00203252,0.005396692,0.000280348,0.097981497,0.012125035,0.045135969,0.044995795,0.01948416,0.020535464,0.035043454,0.000490608,0.012755817,0.001962433,0.002593216,0.008901037,0.002733389,97,14268,13.19888992,0.140243902,2.660358845,0,0.078216989,0.02992711,0.003994954,0.000630782,0.010863471,0.015769554,0.003644519,0.00497617,0.027614242,0.003574432,0.025581721,0.204793944,0.154,0.71,0.137,-0.9957,436,0.758713226,0.004198596,0.522155689,0.016291559,0.000532995,0.968320383,0.000372091
XQo-EUuhAzI,9211,0,6,118,223,2013-10-29T02:49:01.000Z,656,Howto & Style,11441.28333,5,9,79.16017066,24,1,0.447154472,0.174796748,0.097560976,0.056910569,0,0.040650407,0,0,0.069105691,0.044715447,0.109756098,0.056910569,0.004065041,0.101626016,0,0.040650407,0.085365854,0.052845528,0,0.028455285,0.004065041,0.004065041,0.056910569,0,0,0,0.174796748,0.146341463,0.028455285,0,0.004065041,0.008130081,0.12601626,0.008130081,0.004065041,0.024390244,0.028455285,0.036585366,0,0.036585366,0.008130081,0.06504065,0.040650407,0,0.020325203,0.016260163,0.004065041,0,0.012195122,0,0.052845528,0.008130081,0.016260163,0.032520325,0.012195122,0.044715447,0.016260163,0,0.032520325,0,0,0.012195122,0.004065041,2,246,12.94736842,0.158536585,2.508130081,0,0.138211382,0.06097561,0.012195122,0,0.004065041,0.012195122,0.004065041,0,0.012195122,0.008130081,0.016260163,0.268292683,0.032,0.652,0.316,0.9968,18,0.354978344,0.002931278,0.037037037,0.01281077,0.000651395,0.951612903,0.000542829
uozxus1iAfo,30934,0,359,587,7585,2015-03-23T17:30:32.000Z,146,People & Blogs,410525.6167,255,10,819.4396687,411,380,0.554757921,0.15893021,0.090408593,0.026933664,0.006477034,0.036082474,0.011334809,0.009580612,0.064041669,0.060101474,0.147703352,0.100340044,0.022534679,0.106736115,0.008663032,0.047309332,0.107923571,0.069601123,0.023587197,0.028957737,0.00572138,0.005478491,0.110487397,0.002779727,0.000674691,0.010983969,0.066227668,0.037593782,0.028390997,0.002563826,0.0144114,0.002293949,0.178631187,0.028444972,0.019539051,0.019080261,0.025827171,0.023830086,0.005343553,0.042937335,0.03292492,0.020267717,0.008528094,0.00812328,0.002617801,0.01978194,0.008366168,0.006504021,0.004371998,0.001349382,0.095104442,0.013062018,0.04493442,0.037512819,0.014546338,0.012306364,0.018945323,0.001349382,0.003292492,0.057888487,0.001808172,0.005073676,0.000701679,166,37054,14.18606432,0.170184056,2.737086414,0,0.072191936,0.037917634,0.004398985,0.001106493,0.009769526,0.012225401,0.006180169,0.011901549,0.01886436,0.002320937,0.033005883,0.209882874,0.13,0.727,0.143,0.9889,381,0.108034235,0.034169522,0.359508042,0.018975884,0.011605353,0.6205074,0.008243357
atJBESVoczQ,454899,0,236,3093,206,2014-12-30T02:01:31.000Z,229,Howto & Style,702601.4333,609,46,94.06397212,180,92,0.044215627,0.009085403,0.009085403,0.006965475,0,0.002119927,0,0,0,0.017565112,0.003634161,0,0.002119927,0.001514234,0,0,0.009691096,0.004239855,0,0.002422774,0.005148395,0.001817081,0.025439128,0.009993943,0,0,0.015748031,0.005451242,0.01029679,0.000302847,0.006359782,0.001817081,0.009691096,0.001211387,0.000302847,0.000605694,0.002725621,0.000605694,0.000605694,0.003634161,0.000605694,0.007874016,0,0.006359782,0.001514234,0.005451242,0.002725621,0.00090854,0.003028468,0,0.019382193,0.002119927,0.008176863,0.009085403,0.010902483,0.009085403,0.022107813,0.000302847,0.002725621,0.006965475,0.000605694,0.003331314,0,0,3302,30.29357798,0.125075712,0.337674137,0,0.024833434,0.007874016,0.006359782,0.003331314,0.020896426,0.019685039,0.007874016,0.002725621,0.047546941,0.004845548,0.034827377,0.180799515,0.038,0.929,0.033,0.6768,57,0.456621224,0.000657289,0.307692308,0.006799311,0.000518796,0.92910784,0.001338759
eGU5RTIdYx0,1024,0,0,0,202,2013-05-14T13:17:56.000Z,824,Music,1377.233333,0,0,81.25270403,51,1,0.096521739,0.010434783,0.010434783,0.003478261,0,0.004347826,0.002608696,0,0,0.06173913,0.022608696,0.017391304,0.000869565,0.020869565,0,0.000869565,0.002608696,0.000869565,0,0.004347826,0.000869565,0,0.013913043,0,0,0,0.037391304,0.02,0.017391304,0,0.017391304,0,0.006086957,0,0.00173913,0,0.003478261,0,0,0.000869565,0,0.002608696,0.00173913,0,0,0.013043478,0.000869565,0.009565217,0.000869565,0.00173913,0.004347826,0.003478261,0,0.000869565,0.005217391,0.000869565,0.005217391,0.000869565,0,0,0,0.006956522,0,0,1150,8.041958042,0.215652174,0.437391304,0,0.117391304,0.082608696,0.020869565,0.00173913,0.006956522,0.087826087,0.010434783,0.00173913,0.000869565,0.013043478,0.186956522,0.530434783,0.003,0.915,0.082,0.9963,29,0.402241109,0.052734375,0.018518519,0,0,NA,0
WxDljBKUaSM,621,0,0,18,34,2015-04-28T03:47:34.000Z,110,Gaming,313.5666667,0,0,34.84074074,14,34,0.515889831,0.155720339,0.068855932,0.039194915,0.006355932,0.018008475,0.001059322,0.004237288,0.085805085,0.064618644,0.152542373,0.091101695,0.037076271,0.096398305,0.01059322,0.064618644,0.099576271,0.049788136,0.024364407,0.018008475,0.00529661,0.002118644,0.040254237,0,0,0.002118644,0.029661017,0.021186441,0.008474576,0,0.00529661,0,0.167372881,0.022245763,0.032838983,0.019067797,0.033898305,0.006355932,0.015889831,0.030720339,0.022245763,0.016949153,0.011652542,0.002118644,0.003177966,0.011652542,0.001059322,0,0.002118644,0.008474576,0.129237288,0.015889831,0.076271186,0.028601695,0.01059322,0.008474576,0.013771186,0,0.002118644,0.002118644,0.003177966,0.011652542,0.003177966,1,944,10.72727273,0.173728814,2.43220339,0,0.07309322,0.055084746,0.009533898,0,0.025423729,0.009533898,0.007415254,0.012711864,0.040254237,0.010063559,0.045550847,0.288665254,0.091,0.838,0.071,-0.969,34,1,0.077294686,0.708333333,0.028985507,0,1,0
OHvwkgkd1rY,135,0,0,11,607,2013-09-03T12:37:07.000Z,712,Autos & Vehicles,586.9333333,0,3,264.7819549,30,1,0.538392857,0.166964286,0.098214286,0.047321429,0.008035714,0.035714286,0.002678571,0.004464286,0.064285714,0.058035714,0.142857143,0.08125,0.022321429,0.090178571,0.016071429,0.066964286,0.134821429,0.050892857,0.010714286,0.025,0.001785714,0,0.094642857,0.011607143,0,0.008928571,0.102678571,0.092857143,0.009821429,0.000892857,0.004464286,0,0.159821429,0.016964286,0.0125,0.020535714,0.025,0.019642857,0.009821429,0.044642857,0.022321429,0.040178571,0.016071429,0.008035714,0.010714286,0.013392857,0.007142857,0.000892857,0.004464286,0.000892857,0.166071429,0.033035714,0.0625,0.071428571,0.002678571,0.008928571,0.015178571,0.007142857,0.007142857,0.000892857,0,0.030357143,0.001785714,5,1120,11.91489362,0.128571429,2.8375,0,0.036607143,0.044642857,0.003571429,0,0.005357143,0.055357143,0.001785714,0.001785714,0.028571429,0.001785714,0.004464286,0.183928571,0.029,0.672,0.299,0.9999,28,0.436214094,0.22962963,0.032258065,0.081481481,0,1,0
jWmFEv6Yrvo,928,0,1,59,199,2014-01-05T23:07:04.000Z,588,Sports,2216.45,0,0,144.2375271,11,5,0.5,0.144628099,0.103305785,0.037190083,0.024793388,0.037190083,0,0.004132231,0.024793388,0.070247934,0.152892562,0.078512397,0.016528926,0.119834711,0.004132231,0.02892562,0.123966942,0.05785124,0.012396694,0.041322314,0.004132231,0,0.082644628,0.004132231,0,0,0.095041322,0.08677686,0.008264463,0,0.004132231,0,0.185950413,0.016528926,0.008264463,0.037190083,0.05785124,0.012396694,0,0.078512397,0.024793388,0.02892562,0.024793388,0,0.008264463,0,0,0,0,0,0.119834711,0.020661157,0.049586777,0.05785124,0.004132231,0.012396694,0.041322314,0.004132231,0,0,0,0.012396694,0,4,242,6.540540541,0.128099174,2.690082645,0,0.161157025,0.020661157,0.008264463,0,0.012396694,0.020661157,0.004132231,0.016528926,0.041322314,0.004132231,0.004132231,0.29338843,0.027,0.699,0.274,0.9973,5,0.724811694,0.018318966,0.294117647,0.063577586,0.001077586,0.983333333,0
E_DlVUnLtbQ,184468,0,237,6798,810,2015-04-25T21:09:55.000Z,113,Gaming,850900.2333,7,41,281.006005,300,159,0.490698236,0.160666828,0.105581058,0.041072723,0.001932834,0.038173472,0.018603527,0.005798502,0.049287267,0.069823629,0.166948538,0.100748973,0.039381493,0.113553999,0.006281711,0.040831119,0.077554965,0.048079246,0.017878715,0.022227591,0.008939357,0.015462672,0.127808649,0.006764919,0.007248128,0.015945881,0.098574535,0.06934042,0.029234115,0.001932834,0.022469195,0.000724813,0.114037207,0.012321817,0.017395506,0.017395506,0.013771442,0.008939357,0.00797294,0.026334863,0.018845132,0.018361923,0.008214545,0.005798502,0.002899251,0.036965451,0.018120319,0.011597004,0.014254651,0.0113554,0.088668761,0.011838608,0.041314327,0.04034791,0.0113554,0.014979464,0.025610051,0.00169123,0.004107272,0.000966417,0.000966417,0.012321817,0.00169123,24,4139,20.1902439,0.127808649,2.645808166,0,0.101232182,0.01304663,0.006040106,0.000724813,0.013288234,0.036240638,0.003140855,0.006281711,0.032616574,0.003261657,0.026818072,0.242691471,0.108,0.7,0.192,0.9968,155,0.346920994,0.00245571,0.350993377,0.03685192,0.001284776,0.966311301,3.79E-05
GuZWt5rvY4I,6862,0,3,37,1017,2014-02-21T21:50:36.000Z,541,Sports,22878.76667,5,4,210.9290104,17,13,0.059782609,0.009057971,0.009057971,0.009057971,0,0,0,0,0,0.02173913,0.003623188,0.003623188,0,0.003623188,0,0,0.009057971,0.003623188,0.016304348,0.001811594,0,0,0.009057971,0,0,0,0.012681159,0.012681159,0,0,0,0,0.010869565,0.003623188,0,0,0,0.001811594,0.005434783,0,0,0.005434783,0,0.005434783,0,0.001811594,0.001811594,0,0,0,0.007246377,0.001811594,0.005434783,0,0.023550725,0.003623188,0.010869565,0.001811594,0,0,0,0.001811594,0.016304348,0,552,16.23529412,0.186594203,0.293478261,0,0.067028986,0.018115942,0.007246377,0,0.010869565,0.003623188,0.007246377,0.003623188,0.001811594,0.000905797,0.347826087,0.468297101,0.049,0.944,0.008,-0.9561,7,0.207403157,0.004371903,0.433333333,0.005392014,0.00043719,0.925,0.000728651
CpycoU3Qaso,11600,0,16,1918,281,2014-10-04T23:00:01.000Z,316,Entertainment,32047.73333,19,238,166.9587566,108,14,0.054858934,0.012539185,0.002351097,0.002351097,0,0,0,0,0.000783699,0.020376176,0.01645768,0.014890282,0.001567398,0.014890282,0,0.000783699,0.003918495,0.001567398,0.010188088,0.002351097,0.000783699,0,0.007836991,0,0.000783699,0.004702194,0.021159875,0.01645768,0.004702194,0,0.001567398,0.001567398,0.005485893,0.004702194,0.000783699,0.009404389,0,0,0.000783699,0,0,0.005485893,0.002351097,0.003134796,0,0.004702194,0.001567398,0.000783699,0.001567398,0.000783699,0.015673981,0,0.010188088,0.014890282,0.009404389,0.00862069,0.012539185,0.000783699,0,0.001567398,0.001567398,0.003918495,0.00862069,12,1276,20.58064516,0.155956113,0.35815047,0,0.032915361,0.043887147,0.019592476,0.003918495,0.010188088,0.024294671,0.011755486,0.001567398,0.010971787,0.003918495,0.04153605,0.204545455,0.038,0.888,0.074,0.9892,8,0.594159276,0.010172414,0.118644068,0.165344828,0.00137931,0.991726991,0.001637931
4p7lYCaynSA,7874,0,4,21,188,2013-04-04T17:21:36.000Z,864,Autos & Vehicles,13829.23333,6,0,110.9593474,10,10,0.035326087,0.002717391,0.002717391,0.002717391,0,0,0,0,0,0,0.02173913,0.02173913,0.008152174,0.013586957,0,0.013586957,0,0.010869565,0,0,0,0,0.008152174,0,0,0.008152174,0.008152174,0,0.008152174,0,0.005434783,0,0.010869565,0,0,0.002717391,0,0.002717391,0.005434783,0,0,0,0,0,0,0,0,0,0,0,0.02173913,0,0.013586957,0.005434783,0,0,0.008152174,0.008152174,0,0,0.02173913,0.010869565,0.027173913,0,368,15.33333333,0.195652174,0.309782609,0,0.070652174,0.016304348,0.019021739,0.002717391,0.010869565,0.002717391,0.010869565,0,0,0.017663043,0.035326087,0.186141304,0.08,0.853,0.067,-0.7477,5,0.590209295,0.002540005,0.5,0.002667005,0.000508001,0.84,0.000762002
azMwTKF-SKk,2809,0,1,67,701,2013-08-12T13:31:16.000Z,734,Sports,15046.4,5,10,327.927352,17,4,0.56547619,0.147619048,0.108333333,0.036904762,0.011904762,0.047619048,0.007142857,0.004761905,0.035714286,0.085714286,0.145238095,0.088095238,0.017857143,0.103571429,0.013095238,0.038095238,0.13452381,0.06547619,0.01547619,0.021428571,0.004761905,0,0.116666667,0.001190476,0.002380952,0.007142857,0.086904762,0.061904762,0.023809524,0.002380952,0.011904762,0.003571429,0.214285714,0.036904762,0.023809524,0.017857143,0.044047619,0.022619048,0.017857143,0.047619048,0.030952381,0.016666667,0.00952381,0.004761905,0.002380952,0.007142857,0.002380952,0.004761905,0,0,0.113095238,0.022619048,0.057142857,0.03452381,0.016666667,0.014285714,0.00952381,0.010714286,0.005952381,0.001190476,0.001190476,0.004761905,0.003571429,3,840,11.83098592,0.197619048,2.819047619,0,0.085714286,0.036904762,0,0,0.005952381,0,0.00952381,0.007142857,0.010714286,0.001190476,0.014285714,0.171428571,0.091,0.722,0.187,0.9979,18,0.467799361,0.00747597,0.19047619,0.023851905,0.000355999,0.985294118,0.001779993
JKQ3JNjgZA8,5137,0,1,406,195,2015-02-03T18:18:05.000Z,194,Sports,11957.26667,22,26,147.7117562,26,13,0.060869565,0.029813665,0.02484472,0.016149068,0,0.00621118,0.002484472,0,0,0.027329193,0.001242236,0.001242236,0,0.001242236,0,0,0.001242236,0.001242236,0.003726708,0.002484472,0,0,0.013664596,0.002484472,0.002484472,0,0.029813665,0.02484472,0.004968944,0,0.002484472,0,0.008695652,0.004968944,0,0.004968944,0,0,0.001242236,0.001242236,0.001242236,0,0,0,0,0.002484472,0,0,0,0.002484472,0.007453416,0,0.001242236,0.011180124,0.002484472,0.00621118,0.014906832,0,0,0.002484472,0,0.00621118,0,4,805,26.83333333,0.165217391,0.345341615,0,0.029813665,0.034782609,0.002484472,0.001242236,0.004968944,0.021118012,0,0.00621118,0,0.003726708,0.003726708,0.108074534,0.019,0.923,0.058,0.9827,9,0.757496186,0.007202647,0.351351351,0.079034456,0.000194666,0.997542998,0.004282655
PWqM-pPY_yc,72,0,0,17,156,2014-07-23T23:48:20.000Z,389,Howto & Style,118.3833333,1,0,100.0422535,18,17,0.387700535,0.125668449,0.088235294,0.040106952,0,0.045454545,0,0.002673797,0.034759358,0.064171123,0.168449198,0.077540107,0.024064171,0.125668449,0.005347594,0.032085561,0.069518717,0.018716578,0.005347594,0.013368984,0,0,0.090909091,0,0.00802139,0.002673797,0.192513369,0.184491979,0.00802139,0.002673797,0.005347594,0,0.080213904,0.005347594,0.002673797,0.018716578,0.032085561,0.010695187,0.005347594,0.018716578,0.00802139,0.061497326,0.040106952,0.002673797,0.013368984,0.010695187,0.002673797,0,0.005347594,0.002673797,0.090909091,0.010695187,0.040106952,0.050802139,0.002673797,0.021390374,0.013368984,0,0.002673797,0,0,0.016042781,0.002673797,1,374,7.791666667,0.165775401,2.398395722,0,0.082887701,0.042780749,0.005347594,0.029411765,0.005347594,0.082887701,0.024064171,0,0.010695187,0.016042781,0.090909091,0.390374332,0.015,0.514,0.471,0.9997,17,0.641296497,0.5,0.472222222,0.236111111,0,1,0.013888889
Uxq9OIqO99M,26977,0,37,280,392,2014-01-27T04:53:50.000Z,566,Sports,52676.06667,10,55,118.1254298,62,52,0.085507828,0.025291048,0.025291048,0.024086712,0.001204336,0,0,0,0,0.016459253,0.01083902,0.006423123,0.00080289,0.01003613,0,0,0.032115616,0.000401445,0.00080289,0,0.004014452,0,0.006423123,0.004817342,0,0.000401445,0.006423123,0.004415897,0.002007226,0,0.001605781,0,0.002408671,0,0.000401445,0.000401445,0,0,0,0.001204336,0.000401445,0.002408671,0.000401445,0.001605781,0.000401445,0.002408671,0.00080289,0.001605781,0,0,0.008028904,0.004817342,0.003211562,0,0.00080289,0.001605781,0.003211562,0,0.000401445,0,0.00080289,0.002408671,0,0,2491,16.49668874,0.203934163,0.309112806,0,0.050582096,0.059815335,0.008831794,0.002810116,0.012846246,0.01926937,0.003211562,0.006021678,0,0.00461662,0.012846246,0.180851064,0.029,0.938,0.034,0.7264,36,0.301340382,0.004188753,0.460176991,0.010379212,0.001371539,0.883280757,0.000370686
SQ6w6sx3x9A,9922,0,3,481,468,2015-06-06T05:48:43.000Z,71,Howto & Style,45967.95,3,36,303.9203306,51,61,0.54593453,0.20749736,0.157338965,0.072333685,0.002111932,0.073917635,0.006335797,0.002639916,0.043822598,0.036958817,0.194825766,0.102956705,0.031678986,0.138859556,0.009503696,0.079197466,0.08500528,0.06969377,0.011615628,0.03062302,0.005279831,0.001055966,0.117212249,0.002639916,0,0.003167899,0.13938754,0.123020063,0.01531151,0.004751848,0.004751848,0.002639916,0.13780359,0.014783527,0.014255544,0.031151003,0.029039071,0.011615628,0.005807814,0.0374868,0.016367476,0.034318902,0.017423442,0.005279831,0.00686378,0.027455121,0.003695882,0.00844773,0.008975713,0.006335797,0.118268215,0.026927138,0.03907075,0.057550158,0.005807814,0.00844773,0.018479409,0.001055966,0.005807814,0.001583949,0.000527983,0.016367476,0.002111932,12,1894,10.40659341,0.119852165,3.047518479,0,0.029039071,0.025343189,0.021647307,0.000527983,0.012671595,0.086061246,0.001055966,0.001055966,0.035374868,0.010295671,0.009503696,0.232576558,0.028,0.594,0.378,1,49,0.649402416,0.011086475,0.554545455,0.048478129,0.000302358,0.993801653,0.000302358
CiFRNJUUdwM,18499,0,10,749,734,2015-04-14T08:49:47.000Z,124,Science & Technology,110798.4333,20,46,379.0788618,89,48,0.535579782,0.124479683,0.073736373,0.04222002,0.00099108,0.024380575,0.000594648,0.00555005,0.048166501,0.078493558,0.133399405,0.086620416,0.018632309,0.091377602,0.013875124,0.051337958,0.12111001,0.066798811,0.013280476,0.032111001,0.005946482,0.000594648,0.05728444,0.000792864,0.000594648,0.003369673,0.052923687,0.039048563,0.013676908,0.002775025,0.001982161,0.003964321,0.168681863,0.018235877,0.020019822,0.024578791,0.036075322,0.011694747,0.006342914,0.04222002,0.030921705,0.02160555,0.010505451,0.006342914,0.004162537,0.006739346,0.002180377,0.002180377,0.001982161,0.00099108,0.11456888,0.017046581,0.057482656,0.039048563,0.015659068,0.020019822,0.019226957,0.000396432,0.010307235,0.000396432,0.000396432,0.005153617,0.000792864,13,5045,13.00257732,0.139345887,2.464222002,0,0.077304262,0.032309217,0.003171457,0.002378593,0.01407334,0.009514371,0.017443013,0.00555005,0.016848365,0.005153617,0.036868186,0.22061447,0.052,0.8,0.149,0.9999,48,0.516456215,0.008054489,0.322147651,0.040488675,0.00054057,0.986824769,0.00108114
QJfpdO9UEgg,1059,0,4,90,965,2015-05-20T16:32:48.000Z,88,Gaming,6014.216667,10,1,363.3967774,34,13,0.083823529,0.041176471,0.039705882,0.025,0,0.008823529,0.005882353,0,0.001470588,0.014705882,0.002941176,0.001470588,0.001470588,0.001470588,0,0,0,0,0.023529412,0.002941176,0,0,0.022058824,0.001470588,0.002941176,0,0.011764706,0.010294118,0.001470588,0,0,0,0.005882353,0.005882353,0,0,0,0,0,0,0,0.002941176,0.001470588,0,0,0.001470588,0.001470588,0,0,0,0.005882353,0.001470588,0.001470588,0.002941176,0.001470588,0.005882353,0.007352941,0,0,0,0,0.004411765,0,0,680,27.2,0.176470588,0.354411765,0,0.035294118,0.010294118,0.027941176,0.004411765,0.005882353,0.019117647,0.008823529,0.002941176,0,0.006617647,0.027941176,0.149264706,0.063,0.868,0.069,0.9105,9,0.376576971,0.045325779,0.270833333,0.084985836,0.003777148,0.957446809,0.009442871
LcVmpKpEBwM,681399,0,211,650,405,2015-02-05T00:27:21.000Z,192,Science & Technology,2012281.217,211,116,180.735705,113,207,0.560714286,0.150568182,0.081168831,0.024512987,0.00413961,0.023701299,0.010876623,0.017938312,0.064853896,0.061444805,0.149756494,0.099837662,0.02775974,0.097483766,0.011525974,0.047483766,0.126785714,0.063311688,0.026055195,0.027191558,0.007061688,0.004788961,0.100974026,0.003084416,0.001055195,0.013961039,0.064448052,0.036607143,0.027272727,0.005357143,0.010633117,0.004058442,0.166720779,0.025487013,0.017857143,0.02362013,0.030519481,0.017045455,0.005762987,0.036038961,0.032711039,0.018668831,0.006087662,0.004788961,0.005113636,0.025730519,0.013311688,0.008279221,0.003896104,0.001461039,0.119318182,0.023457792,0.059172078,0.0375,0.012175325,0.023295455,0.009172078,0.002516234,0.006980519,0.00625,0.012987013,0.005357143,0.001217532,56,12320,13.88951522,0.167126623,2.723457792,0,0.079383117,0.040178571,0.004301948,0.001055195,0.008279221,0.009253247,0.006412338,0.008198052,0.023295455,0.002800325,0.023944805,0.207102273,0.133,0.74,0.128,-0.9969,205,0.446261,0.00058556,0.518796992,0.00095392,0.000309657,0.754936121,0.000309657
1ARy5bxMDMQ,9069,0,2,349,1881,2015-03-14T20:50:38.000Z,155,Gaming,106636.4167,0,6,735.8464635,50,9,0.520610687,0.147328244,0.080916031,0.026717557,0.005343511,0.03740458,0.007633588,0.003816794,0.06259542,0.05648855,0.160305344,0.1,0.025954198,0.105343511,0.015267176,0.047328244,0.102290076,0.050381679,0.014503817,0.038931298,0.004580153,0.003816794,0.083969466,0.001526718,0,0.002290076,0.1,0.078625954,0.021374046,0.003053435,0.009923664,0.004580153,0.165648855,0.012977099,0.02519084,0.025954198,0.036641221,0.017557252,0.00610687,0.032061069,0.027480916,0.015267176,0.009160305,0.004580153,0.001526718,0.014503817,0.002290076,0.003053435,0.007633588,0.001526718,0.107633588,0.007633588,0.045801527,0.044274809,0.00610687,0.029007634,0.020610687,0.000763359,0.001526718,0.005343511,0.004580153,0.008396947,0.000763359,5,1310,13.23232323,0.144274809,2.618320611,0,0.065648855,0.035114504,0.005343511,0,0.009160305,0.018320611,0.008396947,0.004580153,0.016793893,0.005343511,0.017557252,0.186259542,0.106,0.688,0.206,0.9995,10,0.391199608,0.00672621,0.147540984,0.038482743,0.000220531,0.994301994,0
uOiuLcgQS80,65847,0,20,236,271,2010-05-05T18:34:52.000Z,1929,Education,0,0,0,0,39,5,0.042394015,0.014962594,0.014962594,0.012468828,0,0.002493766,0,0,0,0.017456359,0.012468828,0,0,0.012468828,0,0,0.009975062,0,0,0,0,0,0.014962594,0.007481297,0,0,0.02244389,0.019950125,0.002493766,0.002493766,0,0,0.02244389,0.004987531,0,0,0,0.004987531,0.002493766,0.009975062,0,0,0,0,0,0.014962594,0.002493766,0.002493766,0.012468828,0.002493766,0.02244389,0.009975062,0.009975062,0.002493766,0.012468828,0.002493766,0.014962594,0,0.004987531,0.004987531,0,0.007481297,0,0,401,12.15151515,0.204488778,0.381546135,0,0.102244389,0.012468828,0.017456359,0.002493766,0.007481297,0.164588529,0,0,0.024937656,0.007481297,0.017456359,0.356608479,0.007,0.907,0.086,0.9858,25,0,0.000683402,0.111111111,0.003584066,0.000303734,0.921875,0
